ID,day,Gammaproteobacteria,Bacilli,Bacteroidia,Clostridia,Actinobacteria,Alphaproteobacteria,Deinococci
1_D,7,0.639204910244228,0.0386501964611315,0.0489997175068697,0.0673874521687768,0.0265029918590616,0.179254731759932,0
1_D,6,0.411198433287553,0.556958644895468,0.000152601861742713,0.000508672872475711,0.00235261203520016,0.0288290350475609,0
1_D,5,0.664620222875504,0.293990565392767,0.00477199699186436,0.00891502016818213,0.00112121419293088,0.0265809803787516,0
1_D,4,0.970460037316857,0.0273682439665984,9.94096595601505e-05,0.00155996696540544,0.000168231731563332,0.000344110360015906,0
1_D,3,0.522960093777076,0.404056877834973,0.00499464859079558,0.0138117323276082,0.0225778502624739,0.0315987972070741,0
1_D,2,0.0112396231694805,0.960964462270311,0,0.0230388956254081,0.00410409476727917,0.000652924167521686,0
1_D,1,0.430062352672801,0.567257242795225,0,0.00041821914683294,0.000722378526347806,0.00153980685879401,0
1_D,0,0.815402922911011,0.0938975865531219,0.00390465211409022,0.0327990777583578,0.00516901565579562,0.0488267450076234,0
1_F,7,0.702868457481295,0.0359389510942894,0.040021728083548,0.0648513203315285,0.0134048257372654,0.142126198111059,0.000788519161015613
1_F,6,0.792507436289091,0.0104777983224804,0.0125947959375084,0.0302007128118552,0.0110137470857786,0.143205509553287,0
1_F,5,0.92080752466162,0.0153246157375545,0.000848818536361551,0.00626290433585685,0.0106905253498509,0.0460656113787566,0
1_F,4,0.974225126596285,0.0134341764407243,0.00252541688905089,0.00279878675848423,0.00410054804150015,0.00291594527395566,0
1_F,3,0.262873039959535,0.734699038947901,0.000202326757713708,0.00118866970156803,0.000303490136570561,0.00073343449671219,0
1_F,2,0.599416645060928,0.27727508426238,0,0.123036038371792,0.000246305418719212,2.59268861809697e-05,0
1_F,1,0.502881224735529,0.0948137954760472,0.000137610733637224,0.0286402339382472,0.00252859723058399,0.370998537885955,0
1_F,0,0.366368308800392,0.0268172441523024,0,0.212300269221356,0.0276039299325198,0.36691024789343,0
1_G,7,0.625849669983253,0.0457688897645552,0.026755984632056,0.0884050832430302,0.0412964239976357,0.17192394837947,0
1_G,6,0.775865872490624,0.0302228105007721,0.00981689830134569,0.00827266710787558,0.0185307743216413,0.157290977277741,0
