ID,day,Gammaproteobacteria,Bacilli,Bacteroidia,Clostridia,Actinobacteria,Alphaproteobacteria,Erysipelotrichia,Fusobacteriia,Thermoleophilia,Negativicutes,Deinococci,others
CMU_16_14_face,10,0.297836938,0.151414309,0.048252912,0.071547421,0.212978369,0.143094842,0.0,0.0,0.0,0.0,0.011647255,0.063227954
CMU_16_14_face,9,0.489795918,0.091836735,0.051020408,0.0,0.132653061,0.173469388,0.0,0.0,0.0,0.0,0.06122449,0.0
CMU_16_14_face,8,0.080563948,0.270896274,0.007049345,0.047331319,0.498489426,0.069486405,0.0,0.0,0.014098691,0.0,0.007049345,0.005035247
CMU_16_14_face,7,0.162436548,0.355329949,0.0,0.025380711,0.289340102,0.126903553,0.0,0.0,0.0,0.0,0.010152284,0.030456852
CMU_16_14_face,6,0.198736842,0.310354067,0.015196172,0.000191,0.468210526,0.002947368,0.000727,0.0,0.00023,0.002258373,0.000115,0.001034
CMU_16_14_face,5,0.418300654,0.241830065,0.013071895,0.039215686,0.202614379,0.0,0.0,0.0,0.019607843,0.0,0.0,0.065359476
CMU_16_14_face,4,0.201219512,0.280487805,0.0,0.0,0.231707317,0.164634146,0.0,0.0,0.0,0.0,0.054878049,0.067073171
CMU_16_14_face,3,0.09795082,0.154508197,0.067622951,0.044262295,0.439754098,0.105737705,0.0,0.0,0.005737705,0.0,0.006147541,0.078279671
CMU_16_14_face,2,0.528301887,0.113207547,0.037735849,0.0,0.113207547,0.037735849,0.0,0.0,0.0,0.0,0.169811321,0.0
CMU_16_14_face,1,0.237762238,0.244755245,0.076923077,0.083916084,0.216783217,0.027972028,0.0,0.0,0.0,0.0,0.020979021,0.090909091
CMU_16_15_face,21,0.270548984,0.091901729,0.0,0.005762815,0.616621171,0.006369427,0.0,0.003336366,0.0,0.001819836,0.002123142,0.001517
CMU_16_15_face,20,0.585335413,0.025585023,0.0,0.001872075,0.374414977,0.00374415,0.0,0.0,0.0,0.0,0.00374415,0.005304212
CMU_16_15_face,19,0.249011858,0.359683794,0.015810277,0.035573123,0.225296443,0.079051383,0.0,0.0,0.0,0.0,0.019762846,0.015810276
CMU_16_15_face,18,0.079788826,0.807592015,0.013999915,0.000705,0.0871842,0.000727,0.000321,0.000492,4.27e-05,0.007844227,0.000256,0.0010467999999999
CMU_16_15_face,17,0.301452785,0.457627119,0.012711864,0.001210654,0.204600484,0.00968523,0.0,0.0,0.006658596,0.0,0.006053269,0.0
CMU_16_15_face,16,0.072479216,0.238328715,0.045619271,0.00255809,0.335749307,0.07269239,0.0,0.0,0.007247922,0.0,0.004689832,0.22063595
CMU_16_15_face,15,0.213648772,0.104094631,0.032939035,0.0,0.584349409,0.025295723,0.0,0.0,0.001819836,0.0,0.001819836,0.0360329529999999
CMU_16_15_face,14,0.116481775,0.582805071,0.011093502,0.001980983,0.210380349,0.033676704,0.0,0.0,0.003169572,0.000792,0.00792393,0.031695722
CMU_16_15_face,13,0.074738416,0.141106129,0.090284006,0.000598,0.367713004,0.156651719,0.0,0.0,0.017638266,0.0,0.008071749,0.1431988039999999
CMU_16_15_face,12,0.38254154,0.134121226,0.004259303,4.68e-05,0.454177393,0.004797566,0.0,0.000562,0.001123333,0.000445,0.000304,0.0176206399999999
CMU_16_15_face,11,0.150356681,0.718153524,0.011650646,0.000248,0.067727986,0.020519459,0.0,0.00011,0.003883549,0.00209326,0.000633,0.024624283
CMU_16_15_face,10,0.475887301,0.241357456,0.002938465,0.0,0.263453561,0.010111777,0.0,0.0,0.001238765,0.0,0.000605,0.004408105
CMU_16_15_face,9,0.350983359,0.237518911,0.003025719,0.0,0.387291982,0.006051437,0.0,0.0,0.0,0.0,0.0,0.015128593
CMU_16_15_face,8,0.641618497,0.315028902,0.0,0.011560694,0.01734104,0.0,0.002890173,0.0,0.0,0.0,0.0,0.011560694
CMU_16_15_face,7,0.382978723,0.19858156,0.035460993,0.0,0.156028369,0.120567376,0.0,0.0,0.0,0.0,0.056737589,0.04964539
CMU_16_15_face,6,0.739130435,0.173913043,0.043478261,0.0,0.043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMU_16_15_face,5,0.514084507,0.183098592,0.028169014,0.0,0.264084507,0.01056338,0.0,0.0,0.0,0.0,0.0,0.0
CMU_16_15_face,4,0.456431535,0.078838174,0.087136929,0.0,0.315352697,0.033195021,0.0,0.0,0.008298755,0.0,0.0,0.0207468879999999
CMU_16_15_face,3,0.559670782,0.156378601,0.0,0.0,0.24691358,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037
CMU_16_15_face,2,0.267326733,0.178217822,0.01980198,0.0,0.386138614,0.079207921,0.0,0.0,0.01980198,0.0,0.0,0.04950495
CMU_16_15_face,1,0.349514563,0.315533981,0.0,0.019417476,0.077669903,0.111650485,0.0,0.0,0.009708738,0.0,0.0,0.116504856
CMU_16_4_face,21,0.20440485,0.218262806,0.00569166,0.487750557,0.016827518,0.0,0.0,0.0,0.0,0.063598119,0.0,0.003464489
CMU_16_4_face,20,0.279555846,0.292619203,0.068582626,0.205747877,0.059438276,0.005878511,0.0,0.010450686,0.001306336,0.02743305,0.0,0.048987591
CMU_16_4_face,19,0.561355392,0.197912059,0.105193312,0.080686543,0.024860656,0.004600549,0.001150137,0.005131381,0.000708,0.008670265,0.0,0.009731711
CMU_16_4_face,18,0.590909091,0.142245989,0.112299465,0.05040107,0.041042781,0.007085561,0.005213904,0.002941176,0.002406417,0.010695187,0.001203209,0.033555252
CMU_16_4_face,17,0.530927835,0.113064053,0.2000169,0.062785195,0.03481494,0.009802265,0.002112557,0.000845,0.002197059,0.009210749,0.000592,0.033634265
CMU_16_4_face,16,0.176721738,0.061815482,0.009281604,0.710599592,0.01874884,0.003341377,0.0,0.0,0.0,0.0,0.0,0.0194917839999999
CMU_16_4_face,15,0.516025641,0.215811966,0.048504274,0.06025641,0.075641026,0.037179487,0.003418803,0.0,0.002991453,0.003205128,0.002777778,0.034187931
CMU_16_4_face,14,0.441373026,0.07472661,0.017314702,0.45018226,0.010935601,0.001215067,0.002126367,0.000608,0.0,0.0,0.0,0.001519
CMU_16_4_face,13,0.832834881,0.068566032,0.004722178,0.074704864,0.009129545,0.004218479,0.000441,0.0,0.0,0.003211081,0.0,0.002171616
CMU_16_4_face,12,0.918604651,0.046511628,0.014534884,0.020348837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMU_16_4_face,11,0.5625,0.0,0.125,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0
CMU_16_4_face,10,0.881871564,0.077211394,0.00149925,0.027611194,0.005872064,0.001249375,0.001686657,0.0,0.000312,0.000125,0.0,0.0025599999999999
CMU_16_4_face,9,0.927486296,0.03367267,0.005951449,0.024275646,0.004072044,0.00047,0.001096319,0.0,0.000313,0.0,0.0,0.002662554
CMU_16_4_face,8,0.56612127,0.336862368,0.001924928,0.075360924,0.008084697,0.001924928,0.008373436,0.0,0.0,0.0,0.0,0.001346
CMU_16_4_face,7,0.534514078,0.11489555,0.026339691,0.157584015,0.09763851,0.033605813,0.005903724,0.0,0.006357856,0.0,0.0,0.023160498
CMU_16_4_face,6,0.487581637,0.337250322,0.024217,0.108881156,0.007341374,0.010058636,0.022667684,0.0,4.77e-05,0.000358,0.0,0.001598
CMU_16_4_face,5,0.377451952,0.404625096,0.03555153,0.120354383,0.033032353,0.003708002,0.021880042,0.0,0.0,0.0,0.0,0.0033977039999999
CMU_16_4_face,4,0.807116329,0.102911226,0.023601294,0.046962981,0.005510962,0.003474302,0.003474302,0.0,0.0,0.000359,0.0,0.006589587
CMU_16_4_face,3,0.509367887,0.180178603,0.067763964,0.125897391,0.04114866,0.01786027,0.013132551,0.0,0.004727718,0.002101208,0.000876,0.036944533
CMU_16_4_face,2,0.448163561,0.193776009,0.081599421,0.151619323,0.055907364,0.019902298,0.012846029,0.0,0.00162837,0.0,0.0,0.034559447
CMU_16_4_face,1,0.483353884,0.260172626,0.035758323,0.077681874,0.038224414,0.030826141,0.007398274,0.0,0.0,0.012330456,0.0,0.054254006
CMU_16_5_face,21,0.155343586,0.393030952,0.030367919,0.013431964,0.167412887,0.000779,0.004282655,0.011874635,0.0,0.214716761,0.0,0.008759977
CMU_16_5_face,20,0.101923502,0.523767411,0.031837276,0.00707495,0.064558921,0.000884,0.005969489,0.011717886,0.0,0.245191245,0.0,0.00707449
CMU_16_5_face,19,0.049959547,0.375101133,0.010315534,0.03236246,0.447512136,0.002427184,0.001921521,0.000607,0.00111246,0.076557443,0.0,0.002123
CMU_16_5_face,18,0.031450463,0.422576622,0.00890948,0.010602281,0.384265859,0.001692801,0.008018532,0.00427655,0.0,0.122683535,0.0,0.005523214
CMU_16_5_face,17,0.464285714,0.125,0.049107143,0.013392857,0.325892857,0.0,0.0,0.0,0.0,0.008928571,0.0,0.013392857
CMU_16_5_face,16,0.5,0.224272173,0.09140149,0.006431957,0.146750169,0.0,0.000508,0.0,0.0,0.029113067,0.0,0.001523
CMU_16_5_face,15,0.624093698,0.240936977,0.06469604,0.012269939,0.056218628,0.000223,0.000335,0.000446,0.0,0.000558,0.0,0.000223
CMU_16_5_face,14,0.628456446,0.203946514,0.129559912,0.015188887,0.008308451,0.0,0.012722316,0.0,0.000779,0.000519,0.0,0.00052
CMU_16_5_face,13,0.478578629,0.276209677,0.121975806,0.044102823,0.006804435,0.000756,0.010500672,0.000168,0.0,0.060063844,0.0,0.00084
CMU_16_5_face,12,0.588322746,0.141505609,0.169482362,0.050412218,0.030950128,0.001621841,0.009190431,0.0,0.00027,0.004595216,0.0,0.003649
CMU_16_5_face,11,0.591610836,0.061025342,0.03524614,0.046169531,0.247305564,0.008010486,0.002912904,0.0,0.001165162,0.0,0.000437,0.006118065
CMU_16_5_face,10,0.316473318,0.150116009,0.102552204,0.06937355,0.334570766,0.009976798,0.009976798,0.0,0.000464,0.001160093,0.0,0.005336352
CMU_16_5_face,9,0.295314542,0.056001493,0.409557588,0.18788501,0.019973866,0.001306702,0.011106963,0.0,0.0,0.016520441,0.0,0.002333694
CMU_16_5_face,8,0.517827298,0.107149489,0.185143918,0.141039926,0.037047354,0.001021356,0.008263695,0.0,0.000464,0.001392758,0.0,0.00065
CMU_16_5_face,7,0.42680776,0.111111111,0.176366843,0.253968254,0.005291005,0.0,0.014109347,0.0,0.0,0.0,0.0,0.012345679
CMU_16_5_face,6,0.235294118,0.029411765,0.044117647,0.617647059,0.044117647,0.0,0.0,0.0,0.0,0.0,0.0,0.029411765
CMU_16_5_face,5,0.350960675,0.023343509,0.596695996,0.022176333,0.003232178,0.001616089,0.000808,0.0,0.00018,0.0,0.0,0.000988
CMU_16_5_face,4,0.701744072,0.085243974,0.0856359,0.106212032,0.009210268,0.00098,0.008426416,0.0,0.0,0.0,0.0,0.002547595
CMU_16_5_face,3,0.728813559,0.06779661,0.0,0.18079096,0.0,0.011299435,0.0,0.0,0.0,0.0,0.0,0.011299435
CMU_16_5_face,2,0.634146341,0.118466899,0.0,0.167247387,0.041811847,0.006968641,0.006968641,0.0,0.0,0.0,0.0,0.024390244
CMU_16_5_face,1,0.46404248,0.118088422,0.011312478,0.392358305,0.004848205,0.0,0.009003809,0.0,0.0,0.0,0.0,0.000346
CMU_16_9_face,21,0.014960898,0.822594356,0.019041142,0.009775587,0.084155049,0.025756545,0.0,0.000595,0.002550153,0.001105066,0.000255,0.01921079
CMU_16_9_face,20,0.029382635,0.456916474,0.05216243,0.01848795,0.118520964,0.15318587,0.0,0.002310994,0.020798944,0.0,0.024100363,0.124132955
CMU_16_9_face,19,0.296690307,0.185973207,0.048463357,0.02679275,0.149921198,0.135933806,0.0,0.0,0.021867612,0.000394,0.008865248,0.1250984919999999
CMU_16_9_face,18,0.150140917,0.426594927,0.074045606,0.032282859,0.082756854,0.086343838,0.0,0.014347937,0.007173969,0.005124263,0.010248527,0.110939812
CMU_16_9_face,17,0.338308458,0.154228856,0.07960199,0.089552239,0.119402985,0.129353234,0.0,0.009950249,0.0,0.0,0.0,0.079601991
CMU_16_9_face,16,0.444324118,0.047776787,0.047840489,0.320677793,0.000319,0.0,0.002611798,0.039368072,0.0,0.077971716,0.0,0.019110715
CMU_16_9_face,15,0.421822897,0.070952205,0.039088551,0.348462393,0.011856243,0.00537236,0.001296777,0.035198222,0.000371,0.022045202,0.00148203,0.042052805
CMU_16_9_face,14,0.414454976,0.072116904,0.068404423,0.33878357,0.016982622,0.007819905,0.003317536,0.031595577,0.000158,0.025039494,0.000869,0.0204587439999999
CMU_16_9_face,13,0.119960797,0.799150604,0.008428618,0.035674616,0.007905913,0.008624632,0.001502777,0.004835021,0.002548187,0.001698791,0.0,0.009671503
CMU_16_9_face,12,0.201388889,0.236111111,0.111111111,0.020833333,0.104166667,0.097222222,0.0,0.0,0.090277778,0.0,0.0,0.138888889
CMU_16_9_face,11,0.095939244,0.26115933,0.012089275,0.461097334,0.042312461,0.073620583,0.008369498,0.000465,0.00449473,0.0,0.00216987,0.038282893
CMU_16_9_face,10,0.098734177,0.37721519,0.0,0.275949367,0.081012658,0.065822785,0.0,0.0,0.037974684,0.005063291,0.010126582,0.048101265
CMU_16_9_face,9,0.041214962,0.209688446,0.036917668,0.255396035,0.095126477,0.160953218,0.001660318,0.002441645,0.017091513,0.009571247,0.009375916,0.160560622
CMU_16_9_face,8,0.027278287,0.030458716,0.110458716,0.079877676,0.156330275,0.269724771,0.00146789,0.0,0.022262997,0.002691131,0.019082569,0.2803676779999999
CMU_16_9_face,7,0.068552203,0.296709074,0.039217748,0.129849648,0.127115971,0.158027547,0.008095889,0.0,0.017663758,0.0,0.010198717,0.144567899
CMU_16_9_face,6,0.387096774,0.248533724,0.112609971,0.088416422,0.03914956,0.050293255,0.003812317,0.0,0.007184751,0.0,0.003225806,0.059678145
CMU_16_9_face,5,0.036823936,0.185270426,0.054372842,0.0929229,0.153912543,0.186708861,0.000575,0.0,0.034810127,0.003739931,0.004602992,0.246260009
CMU_16_9_face,4,0.028271736,0.357616979,0.03040236,0.368270098,0.058837991,0.080717856,0.003523724,0.003605671,0.007784971,0.000901,0.002704253,0.057362593
CMU_16_9_face,3,0.009362389,0.036803874,0.0322841,0.610169492,0.114447135,0.084100081,0.002582728,0.0,0.006941082,0.0,0.013236481,0.090072175
CMU_16_9_face,2,0.009528236,0.034046014,0.006855682,0.819428306,0.036718568,0.052172903,0.00174297,0.0,0.007785266,0.00116198,0.001510574,0.029049174
CMU_16_9_face,1,0.082518442,0.307428375,0.051123692,0.133642134,0.056098816,0.117172757,0.009950249,0.0,0.020586722,0.0,0.002058672,0.219419906
CMU_17_1_face,21,0.784266344,0.090168703,0.026088513,0.000716,0.033293059,0.02125565,0.0,0.0,0.00281917,0.000134,0.001029221,0.040229227
CMU_17_1_face,20,0.071441458,0.764207108,0.009742017,0.001984485,0.079018582,0.0467256,0.0,0.0,0.003788562,0.002886524,0.004690601,0.015515249
CMU_17_1_face,19,0.116819903,0.651162791,0.047052461,0.00757166,0.090859924,0.02433748,0.0,0.0,0.005949162,0.009734992,0.0,0.046511627
CMU_17_1_face,18,0.005798352,0.98159862,0.001341767,0.000144,0.007715162,0.002779375,0.0,0.0,0.0,0.000288,0.0,0.0003358
CMU_17_1_face,17,0.045283019,0.113077424,0.131554977,0.00039,0.345738452,0.195055303,0.0,0.0,0.022251139,0.001171113,0.006376057,0.1391018989999999
CMU_17_1_face,16,0.342140921,0.193089431,0.008807588,0.006775068,0.172086721,0.172086721,0.0,0.0,0.001355014,0.0,0.070460705,0.033197831
CMU_17_1_face,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMU_17_1_face,14,0.377440347,0.246203905,0.130151844,0.019522777,0.111713666,0.022776573,0.0,0.0,0.015184382,0.0,0.02494577,0.052060738
CMU_17_1_face,13,0.060650029,0.446894951,0.070806732,0.007254788,0.192687174,0.172373767,0.0,0.0,0.003482298,0.010737086,0.007254788,0.027858387
CMU_17_1_face,12,0.098984772,0.547377327,0.071912014,0.02284264,0.155668359,0.046531303,0.0,0.0,0.012690355,0.013536379,0.004230118,0.026226734
CMU_17_1_face,11,0.118911175,0.583094556,0.042979943,0.0,0.075931232,0.084527221,0.0,0.0,0.0,0.012893983,0.015759312,0.065902579
CMU_17_1_face,10,0.51529052,0.102446483,0.016819572,0.0,0.203363914,0.077981651,0.0,0.0,0.0,0.0,0.04587156,0.0382263
CMU_17_1_face,9,0.593613933,0.152394775,0.01161103,0.0,0.069666183,0.113207547,0.0,0.0,0.0,0.0,0.03628447,0.023222061
CMU_17_1_face,8,0.183959262,0.61744112,0.073201782,0.0,0.08975175,0.008911521,0.0,0.0,0.0,0.001909612,0.010184596,0.014640356
CMU_17_1_face,7,0.4,0.226086957,0.156521739,0.0,0.017391304,0.060869565,0.0,0.0,0.017391304,0.026086957,0.095652174,0.0
CMU_17_1_face,6,0.849627175,0.033495088,0.07699136,0.000237,0.018227009,0.011303113,0.0,0.0,0.001420286,0.002426323,0.000888,0.005385608
CMU_17_1_face,5,0.896919793,0.038426349,0.032936871,0.0,0.008234218,0.011283928,0.0,0.0,0.001219884,0.003964623,0.000915,0.006099594
CMU_17_1_face,4,0.976782753,0.00781041,0.005349596,0.0,0.002032847,0.005242604,0.0,0.0,0.000107,0.0,0.001818863,0.000856
CMU_17_1_face,3,0.387518379,0.057670315,0.130534226,0.001306976,0.041986603,0.30174808,0.0,0.0,0.000327,0.003104068,0.0081686,0.067635776
CMU_17_1_face,2,0.692307692,0.045248869,0.045248869,0.0,0.099547511,0.045248869,0.0,0.0,0.0,0.009049774,0.0,0.0633484169999999
CMU_17_1_face,1,0.349938673,0.060854798,0.113312577,0.0,0.148032833,0.157656383,0.0,0.0,0.003113501,0.0,0.002924804,0.164165581
CMU_17_10_face,21,0.006847097,0.79888966,0.029331483,0.006523248,0.153550775,0.001295397,0.0,0.0,0.0,9.25e-05,0.000139,0.0033308499999999
CMU_17_10_face,20,0.042502952,0.53364817,0.040141677,0.0,0.237308146,0.06729634,0.0,0.0,0.0094451,0.0,0.005903188,0.063754428
CMU_17_10_face,19,0.248247664,0.242406542,0.038551402,0.001168224,0.245911215,0.101635514,0.0,0.0,0.006425234,0.0,0.001168224,0.1144859789999999
CMU_17_10_face,18,0.422671353,0.067662566,0.061511424,0.001757469,0.172231986,0.10456942,0.0,0.0,0.001757469,0.0,0.001757469,0.166080843
CMU_17_10_face,17,0.628396144,0.078220859,0.033523225,0.007449606,0.096844873,0.070552147,0.000438,0.0,0.004820333,0.000438,0.00219106,0.077123843
CMU_17_10_face,16,0.810955835,0.087347918,0.017807654,0.061304715,0.015979716,0.001808283,0.0,0.0,3.93e-05,0.000216,0.000177,0.0043636779999999
CMU_17_10_face,15,0.980110258,0.002621338,0.001107988,0.013863366,0.001351205,0.000378,0.0,0.0,8.11e-05,0.000108,0.0,0.0003779999999999
CMU_17_10_face,14,0.967602249,0.014599845,0.000834,0.012831973,0.003674791,0.000199,0.0,0.0,5.96e-05,7.95e-05,0.0,0.0001192
CMU_17_10_face,13,0.963181005,0.012034477,0.001463653,0.017628883,0.004358432,0.000943,0.0,0.0,0.0,0.0,0.000195,0.0001950999999999
CMU_17_10_face,12,0.72485893,0.09037225,0.027426622,0.129915577,0.020296575,0.001574734,0.000481,0.0,0.000175,0.0,0.003543152,0.001355
CMU_17_10_face,11,0.288611544,0.14274571,0.028861154,0.48673947,0.044851794,0.00078,0.0,0.0,0.0,0.0,0.0,0.007410296
CMU_17_10_face,10,0.744436613,0.094921626,0.035444568,0.101903132,0.011378512,0.006478032,6.71e-05,0.0,0.000134,0.0,0.000235,0.0050024169999999
CMU_17_10_face,9,0.255568356,0.142050691,0.028110599,0.545852535,0.013863287,0.006797235,0.001574501,0.0,0.000115,0.000115,0.001228879,0.0047233999999999
CMU_17_10_face,8,0.183224756,0.5,0.043973941,0.17019544,0.040716612,0.028501629,0.003257329,0.0,0.002442997,0.0,0.005700326,0.02198697
CMU_17_10_face,7,0.142063937,0.50897364,0.101233875,0.180482333,0.017049916,0.018620303,0.00779585,0.0,0.003252944,0.000112,0.00028,0.0201342029999999
CMU_17_10_face,6,0.264270613,0.185200846,0.11205074,0.238477801,0.059196617,0.084989429,0.00422833,0.0,0.005496829,0.0,0.004651163,0.041437968
CMU_17_10_face,5,0.385262946,0.067078079,0.12744835,0.010028173,0.130768715,0.107693856,0.002481889,0.047860209,0.008183526,0.000268,0.006204722,0.106721194
CMU_17_10_face,4,0.04195826,0.749406398,0.013777806,0.135653587,0.011903274,0.018964009,0.014433892,0.0,0.000281,6.25e-05,0.000625,0.012934813
CMU_17_10_face,3,0.152507677,0.610030706,0.030706244,0.113101331,0.018423746,0.022517912,0.027123849,0.0,0.005117707,0.0,0.002558854,0.017911973
CMU_17_10_face,2,0.321880651,0.416946525,0.012916559,0.164815293,0.030999742,0.021183157,0.014208215,0.0,0.001291656,0.000517,0.001291656,0.013951241
CMU_17_10_face,1,0.157950756,0.217270986,0.074646988,0.396154119,0.031966224,0.046122188,0.009472788,0.001951323,0.008266515,0.003086639,0.002057759,0.051051353
CMU_17_12_face,21,0.076555696,0.218289086,0.114201433,0.018822868,0.355106054,0.110970642,0.0,0.008990027,0.006461582,0.007163928,0.012080348,0.071358953
CMU_17_12_face,20,0.353612167,0.182509506,0.057034221,0.024714829,0.169201521,0.095057034,0.0,0.0,0.0,0.0,0.011406844,0.106463877
CMU_17_12_face,19,0.110739004,0.769479795,0.020875195,0.004800179,0.024447421,0.022996205,0.0,0.0,0.000893,0.002902434,0.008372405,0.034494506
CMU_17_12_face,18,0.113445378,0.717887155,0.035414166,0.00120048,0.040816327,0.048619448,0.0,0.0,0.00240096,0.00240096,0.009003601,0.028811523
CMU_17_12_face,17,0.063749849,0.656647679,0.058174767,0.003999515,0.060477518,0.080232699,0.0,0.0,0.010665374,0.0,0.007150648,0.058903225
CMU_17_12_face,16,0.133971292,0.292822967,0.051674641,0.009569378,0.133971292,0.224880383,0.0,0.001913876,0.010526316,0.0,0.005741627,0.1349282319999999
CMU_17_12_face,15,0.383155397,0.357058126,0.060498221,0.0,0.079478055,0.055753262,0.002372479,0.0,0.002372479,0.0,0.004744958,0.054567022
CMU_17_12_face,14,0.269736842,0.157894737,0.078947368,0.0,0.098684211,0.282894737,0.0,0.0,0.019736842,0.0,0.0,0.0921052629999999
CMU_17_12_face,13,0.109685788,0.423753243,0.299509945,0.013116172,0.050590948,0.047708273,0.000288,0.000721,0.00807149,0.0,0.005332949,0.0412222479999999
